artist_name,artist_id,genres
Taylor Swift,06HL4z0CvFAxyc27GXpf02,[]
Chris Stapleton,4YLtscXsxbVgi031ovDDdh,['country']
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,"['melodic rap', 'emo rap']"
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,['rage rap']
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,[]
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,[]
21 Savage,1URnnhqYAYcrqrcwql10ft,[]
King Von,6QtgPSJPSzcnn7dPZ4VINp,['drill']
Steve Lacy,57vWImR43h4CaDao012Ofp,[]
Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,[]
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
Polo G,6AgTAQt8XS6jRWi4sX7w49,[]
Drake,3TVXtAsR1Inumwj472S9r4,"['rap', 'hip hop']"
Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,['r&b']
Tame Impala,5INjqkS1o8h1imAzPqGZBb,"['indie', 'psychedelic pop']"
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,['melodic rap']
Lil Baby,5f7VJjfbwm532GiveGC0ZK,[]
Don Toliver,4Gso3d4CscCijv0lmajZWs,[]
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,[]
Mac Miller,4LLpKhyESsyAXpc4laK94U,[]
$uicideboy$,1VPmR4DJC1PlOtd0IADAO0,"['dark trap', 'emo rap', 'horrorcore', 'punk rap', 'cloud rap', 'underground hip hop']"
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'drill', 'new york drill']"
Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,[]
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,['pop']
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,['pop']
GIVĒON,4fxd5Ee7UefO4CUXgwJ7IP,['r&b']
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,[]
Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,"['country', 'red dirt']"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,"['garage rock', 'indie rock', 'alternative rock']"
Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,['r&b']
Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,[]
Hotel Ugly,35WVTyRnKAoaGExqgktVyb,[]
Kali Uchis,1U1el3k54VvEUzo3ybLPlM,[]
Key Glock,0RESbWvOMyua0yuyVrztJ5,['memphis rap']
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,['melodic rap']
YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,[]
Joji,3MZsBdqDrRTJihTHQrO6Dq,[]
Eminem,7dGJo4pcD2V6oG8kP0tJRR,"['rap', 'hip hop']"
Future,1RyvyyTE3xzB2ZywiAwp0i,['rap']
Halsey,26VFTg2z8YR0cCuwLzESi2,[]
Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,"['reggaeton', 'urbano latino', 'trap latino', 'latin']"
Timo Krantz,0B4q2xObl8gjNPdq25pARK,[]
Ava Max,4npEfmQ6YuiwW1GpUmaq3F,[]
Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,"['corridos tumbados', 'sad sierreño', 'corrido', 'sierreño', 'música mexicana', 'corridos bélicos']"
Charli xcx,25uiPmTg16RbhZWAqwLBy5,"['hyperpop', 'art pop']"
mgk,6TIYQ3jFPwQSRmorSezPxX,[]
Diplo,5fMUXHkw8R8eOP2RNVYEZX,['moombahton']
Young Dolph,3HiuzBlSW7pGDXlSFMhO2g,"['memphis rap', 'southern hip hop', 'trap']"
Luke Combs,718COspgdWOnwOFpJHRZHS,['country']
HARDY,5QNm7E7RU2m64l6Gliu8Oy,"['country', 'country rock']"
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,[]
Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,"['country', 'acoustic country']"
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,[]
5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,[]
NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,[]
Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,['country']
Rod Wave,45TgXXqMDdF8BkjA83OM7z,[]
Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,['rap']
Lil Yachty,6icQOAFXDZKsumw3YXyusw,[]
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,[]
Brandon Lake,1bdnGJxkbIIys5Jhk1T74v,"['worship', 'christian']"
J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,"['reggaeton', 'latin']"
Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,"['melodic rap', 'rap']"
Ken Carson,3gBZUcNeVumkeeJ19CY2sX,['rage rap']
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,[]
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,['pop']
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,[]
TV Girl,0Y6dVaC9DZtPNH4591M42W,[]
Jelly Roll,19k8AgwwTSxeaxkOuCQEJs,"['country hip hop', 'country']"
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,"['metal', 'glam metal', 'heavy metal', 'hard rock']"
Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,"['country', 'pop country']"
Eyedress,3XxNRirzbjfLdDli06zMaB,[]
Junior H,7Gi6gjaWy3DxyilpF1a8Is,"['corridos tumbados', 'corrido', 'corridos bélicos', 'sad sierreño', 'sierreño', 'música mexicana', 'banda']"
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,[]
Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,[]
Koe Wetzel,1Tie3AZgLQZqYEp8Fv4zOZ,"['red dirt', 'texas country', 'country', 'country rock']"
Tems,687cZJR45JO7jhk1LHIbgq,"['afrobeats', 'alté', 'afrobeat']"
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,[]
Lil Durk,3hcs9uc56yIGFCSy9leWe7,['drill']
Loathe,4G9wSdX0klmoHfjm9i6DLd,"['shoegaze', 'metalcore']"
Shoreline Mafia,4tYSBptyGeVyZsk8JC4JHZ,[]
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,[]
Penelope Scott,3u6lPufHw4Oww6D88rv6sB,[]
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'pop']"
Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,['r&b']
Thundercat,4frXpPxQQZwbCu3eTGnZEw,[]
Tate McRae,45dkTj5sMRSjrmBSBeiHym,[]
Sir Chloe,6rniTPs9zN26kYnkPdFl1U,[]
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,"['worship', 'christian', 'ccm', 'gospel']"
BTS,3Nrfpe0tUJi4K4DXYWgMUX,['k-pop']
Sam Smith,2wY79sveU1sp5g7SokKOiI,['soft pop']
Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,"['metalcore', 'emo', 'screamo', 'rock', 'post-hardcore', 'metal']"
Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,['melodic rap']
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,"['country', 'acoustic country']"
Khruangbin,2mVVjNmdjXZZDvhgQWiakk,[]
Kehlani,0cGUm45nv7Z6M6qdXYQGTX,[]
We The Kingdom,5Ye2QWN2Wl9zTn947eaest,"['worship', 'christian', 'ccm', 'pop worship', 'christian country']"
Colter Wall,3xYXYzm9H3RzyQgBrYwIcx,"['gothic country', 'country', 'red dirt', 'alt country', 'bluegrass', 'americana']"
Kygo,23fqKkggKUBHNkbKtXEls4,['tropical house']
blackbear,2cFrymmkijnjDg9SS92EPM,[]
Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,[]
Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,['alternative hip hop']
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,['k-pop']
Thee Sacred Souls,0oK5D6uPhGu4Jk2dbZfodU,['retro soul']
Sleepy Hallow,6EPlBSH2RSiettczlz7ihV,"['brooklyn drill', 'new york drill']"
Powfu,6bmlMHgSheBauioMgKv2tn,[]
Maluma,1r4hJ1h58CWwUQe3MxPuau,"['reggaeton', 'latin', 'urbano latino']"
PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,['r&b']
Clams Casino,5vSQUyT33qxr1xAX2Tkf3A,['cloud rap']
wave to earth,5069JTmv5ZDyPeZaCCXiCg,[]
La Adictiva,49EE6lVLgU8sp7dFgPshgM,"['banda', 'norteño', 'corrido', 'grupera', 'corridos bélicos']"
StaySolidRocky,1XLWox9w1Yvbodui0SRhUQ,[]
Myke Towers,7iK8PXO48WeuP03g8YR51W,"['reggaeton', 'trap latino', 'urbano latino']"
Will Wood,1VQ8riQ31zVHtlxiCC9EZE,['dark cabaret']
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,[]
Cleo Sol,3ETLPQkcEd7z4k3IbZmXMq,"['neo soul', 'alternative r&b']"
Brent Cobb,26C2AjqgMr5aDzj6Yp2ORz,"['americana', 'alt country', 'red dirt']"
SZA,7tYKF4w9nC0nq9CsPZTHyP,['r&b']
Matt Maltese,12j6dJrPXanCBwY599pZxf,[]
Muscadine Bloodline,0EyZDKtc41e4A3a3v69MxD,"['red dirt', 'country', 'texas country']"
Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,"['metal', 'groove metal', 'heavy metal', 'hard rock', 'rock']"
Lauv,5JZ7CnR6gTvEMKX4g70Amv,[]
A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,['melodic rap']
Coyote Theory,48vmXfV0QPy3ljXBp81Fwn,[]
Jdot Breezy,0VSM8D7ibtXjJgukfVR0eZ,[]
DaBaby,4r63FhuTkUYltbVAg5TQnk,[]
Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,[]
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,[]
Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,"['country', 'acoustic country']"
Doechii,4E2rKHVDssGJm2SCDOMMJB,[]
LUCKI,5tQMB0cuNXdCtzovGt55uD,['cloud rap']
VOILÀ,6NnBBumbcMYsaPTHFhPtXD,[]
Cardi B,4kYSro6naA4h99UJvo89HB,[]
Lizzy McAlpine,1GmsPCcpKgF9OhlNXjOsbS,[]
G Herbo,5QdEbQJ3ylBnc3gsIASAT5,['drill']
Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,['memphis rap']
Beach Bunny,2vnB6tuQMaQpORiRdvXF9H,[]
Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,[]
Anuel AA,2R21vXR83lH98kGeO99Y66,"['reggaeton', 'trap latino', 'urbano latino', 'latin']"
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,['disco']
SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,[]
Maddie & Tae,34bhyY8jfKez7uKakMfy4y,['country']
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,"['country', 'pop country']"
DJ Scheme,1m7LSAMIB1BErIHYSOn32W,[]
$NOT,5IbEL2xjRtKsunfmsahLuO,[]
Jay Wheeler,2cPqdH7XMvwaBJEVjheH8g,['reggaeton']
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,"['reggaeton', 'trap latino', 'latin', 'urbano latino']"
THE ANXIETY,64H8UqGLbJFHwKtGxiV8OP,[]
Cody Carnes,7apN8bBgl19E0Ona9pvPq0,"['worship', 'christian']"
Orion Sun,2efrqekWSHlvhATD50AG3m,"['alternative r&b', 'bedroom pop']"
Will Paquin,0oouuXi8tdasgUgk520Jy6,[]
Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,[]
Lil Darkie,62F9BiUmjqeXbBztCwiX1U,['dark trap']
YNW Melly,1cNDP5yjU5vjeR8qMf4grg,['melodic rap']
Deftones,6Ghvu1VvMGScGpOUJBAHNH,"['nu metal', 'alternative metal', 'rap metal', 'shoegaze', 'rock']"
Adelmar Borrego,5bdLiUDd0rIMAkT1y6zLaE,['lullaby']
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,['folk pop']
JAWNY,25pd339V2rRJo84USlcSRP,['bedroom pop']
Carly Pearce,4sIl4BTo9l9KqEi0Y3RE72,['country']
Stray Kids,2dIgFjalVxs4ThymZ67YCE,['k-pop']
Sleep Token,2n2RSaZqBuUUukhbLlpnE6,"['progressive metal', 'metalcore']"
Mi Banda El Mexicano,0OhiQFSqbnnmB52NWEpsO5,"['cumbia', 'banda', 'grupera', 'cumbia norteña', 'duranguense', 'cumbia sonidera']"
Sturgill Simpson,3vDpQbGnzRbRVirXlfQagB,"['alt country', 'bluegrass', 'americana', 'red dirt', 'country']"
Lil Wayne,55Aa2cqylxrFIXC767Z865,"['rap', 'hip hop']"
Bad Omens,3Ri4H12KFyu98LMjSoij5V,"['metalcore', 'metal']"
Agust D,5RmQ8k4l3HZ8JoPb4mNsML,"['k-pop', 'k-rap']"
Wizkid,3tVQdUvClmAT7URs9V3rsp,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'afroswing', 'afropiano', 'dancehall', 'alté']"
Omar Apollo,5FxD8fkQZ6KcsSYupDVoSO,['bedroom pop']
Panchiko,4KEHIUSoWCcqrk8AddTE1O,['shoegaze']
Hotboii,220xv2aB3dsGxaJI1gGs7l,[]
Flo Milli,08PvCOlef4xdOr20jFSTPd,[]
Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,['melodic rap']
Hermanos Gutiérrez,73mSg0dykFyhvU96tb5xQV,[]
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,['r&b']
Sean Kingston,6S0dmVVn4udvppDhZIWxCr,[]
Sheff G,1tG7s7S4sq2eFFW0QZyLbm,"['brooklyn drill', 'new york drill', 'drill']"
Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT,[]
Camilo,28gNT5KBp7IjEOQoevXf9N,['colombian pop']
Mild Minds,3Ka3k9K2WStR52UJVtbJZW,['stutter house']
Money Man,3Rx4PJ7SP6unkOk5elPUK7,[]
49 Winchester,1JWMpIl0nhqFJNdO3IOQ20,"['red dirt', 'country', 'alt country']"
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,['country']
Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe,[]
El Alfa,2oQX8QiMXOyuqbcZEFsZfm,"['dembow', 'urbano latino', 'latin']"
Riovaz,1bhZt10yZVCJfp3HaNxJv8,[]
Bethel Music,26T4yOaOoFJvUvxR87Y9HO,"['worship', 'christian', 'ccm']"
Maverick City Music,58r1rB5t3VF5X6yXGPequV,"['worship', 'gospel', 'christian']"
Masego,3ycxRkcZ67ALN3GQJ57Vig,[]
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,[]
All Time Low,46gyXjRIvN1NL1eCB8GBxo,"['pop punk', 'emo', 'emo pop', 'punk']"
iann dior,6ASri4ePR7RlsvIQgWPJpS,['melodic rap']
Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,['country']
Olivia Rodrigo,1McMsnEElThX1knmY4oliG,[]
Treaty Oak Revival,3444S3C4U9Ts86BnCtSPRV,"['country', 'red dirt', 'texas country', 'country rock']"
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,[]
Baby Keem,5SXuuuRpukkTvsLuUknva1,[]
PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,['bedroom pop']
The Marías,2sSGPbdZJkaSE2AbcGOACx,['bedroom pop']
The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,[]
Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N,['musicals']
AJR,6s22t5Y3prQHyaHWUN1R1C,[]
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,['soft pop']
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,['rap']
Faye Webster,5szilpXHcwOqnyKLqGco5j,[]
Jordan Davis,77kULmXAQ6vWer7IIHdGzI,['country']
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,['rap']
Adele,4dpARuHxo51G3z768sgnrY,['soft pop']
Cody Johnson,6zLBxLdl60ekBLpawtT63I,"['texas country', 'country', 'red dirt']"
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,[]
Yeat,3qiHUAX7zY4Qnjx8TNUzVx,['rage rap']
Jordana,5Bw9kFNhy019e4IBCJZlzw,[]
Cafuné,581C5Qwl87TskfBEzuoisu,[]
Surf Curse,1gl0S9pS0Zw0qfa14rDD3D,['indie']
Lainey Wilson,6tPHARSq45lQ8BSALCfkFC,['country']
Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,"['brooklyn drill', 'melodic rap']"
Summer Walker,57LYzLEk2LcFghVwuWbcuS,['r&b']
Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop']
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,[]
KAROL G,790FomKkXshlbRYZFtlgla,"['reggaeton', 'latin', 'urbano latino']"
Bo Burnham,2Waw2sSbqvAwK8NwACNjVo,['comedy']
42 Dugg,45gHcnDnMC15sgx3VL7ROG,[]
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,[]
Ivan Cornejo,6PH3FLQAxtqYy46Zv08bpV,"['sad sierreño', 'corridos tumbados', 'corrido', 'música mexicana', 'sierreño']"
Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM,[]
Spiritbox,4MzJMcHQBl9SIYSjwWn8QW,"['metalcore', 'djent', 'metal']"
Mariah the Scientist,7HO5fOXE4gh3lzZn64tX2E,['alternative r&b']
Ashe,6P5NO5hzJbuOqSdyPB7SJM,[]
Charity Gayle,57YsESW6BGZLHQgOg8AiAq,"['worship', 'christian', 'pentecostal']"
Laufey,7gW0r5CkdEUMm42w9XpyZO,[]
Ashnikko,3PyJHH2wyfQK3WZrk9rpmP,[]
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,['memphis rap']
The Rare Occasions,1QfpRUtH14JLoY6F6AYmwt,[]
Migos,6oMuImdp5ZcFhWP0ESe6mG,['trap']
Megan Moroney,5Ppie0uPnbnvGBYRwYmlt0,['country']
BigXthaPlug,6qxpnaukVayrQn6ViNvu9I,['southern hip hop']
Clairo,3l0CmX0FuQjFxr8SK7Vqag,['bedroom pop']
bbno$,41X1TR6hrK8Q2ZCpp2EqCz,['meme rap']
Nardo Wick,0Njy6yR9LykNKYg9yE23QN,[]
John Mayer,0hEurMDQu99nJRq8pTxO14,['singer-songwriter']
Parker McCollum,0Z8XVUAOBPM4x12wKnFHEQ,"['texas country', 'red dirt', 'country']"
DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,[]
Big Boogie,372IgXgnCt4wlfumrMTIOs,['memphis rap']
Natanael Cano,0elWFr7TW8piilVRYJUe4P,"['corridos tumbados', 'corrido', 'corridos bélicos', 'sad sierreño', 'electro corridos', 'sierreño', 'música mexicana', 'banda']"
Cochren & Co.,50hkKRxo0g8Ck4JqlwoJr4,"['christian', 'worship', 'ccm', 'pop worship', 'christian country', 'christian pop']"
Måneskin,0lAWpj5szCSwM4rUMHYmrr,[]
Del Water Gap,0xPoVNPnxIIUS1vrxAYV00,[]
Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,[]
Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,"['corrido', 'corridos tumbados', 'corridos bélicos', 'música mexicana', 'banda', 'sierreño', 'electro corridos', 'sad sierreño']"
Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,[]
Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,"['alternative r&b', 'neo soul']"
Phil Wickham,5d1JhBfyb58upMXCZOdbQu,"['worship', 'christian', 'ccm']"
LeeHi,7cVZApDoQZpS447nHTsNqu,"['k-ballad', 'k-pop']"
KXLLSWXTCH,2VDZoCBGjxbHJbnzSX5nP6,['dark trap']
ZillaKami,4G1zP5i0r57g1c1CxrPhfM,"['dark trap', 'punk rap', 'emo rap', 'horrorcore', 'rage rap', 'rap metal']"
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,"['country', 'acoustic country']"
Only The Family,3IaKn0ExWTMPqa0mscUYw3,[]
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,[]
24kGoldn,6fWVd57NKTalqvmjRd2t8Z,[]
CAIN,2XDaX0gxzE4eCXjPPAREEq,"['christian', 'worship', 'christian country', 'pop worship', 'ccm', 'christian pop']"
Caskets,2XIbOWDT5vZPW7jNyzdfcK,"['metalcore', 'post-hardcore']"
girl in red,3uwAm6vQy7kWPS2bciKWx9,['bedroom pop']
Marshmello,64KEffDW9EtZ1y2vBYgq8T,['edm']
Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,"['metalcore', 'metal', 'post-hardcore']"
Men I Trust,3zmfs9cQwzJl575W1ZYXeT,"['bedroom pop', 'indie pop']"
CeCe Winans,3qfrrrSO7utFdJkM2tvMRb,"['gospel', 'worship', 'christian']"
BJ Lips,22jHNXFZFhbCjUcEAm5xl9,[]
Young Thug,50co4Is1HCEo8bhOyUWKpn,"['rap', 'melodic rap', 'trap']"
Pale Jay,7H3z77VbkJcCcFilmKqKNM,['retro soul']
Tai Verdes,2kCO8LXN1usaOPL3iEE28I,[]
Emile Mosseri,0BNz24TKUn8Ov1ApFkLzA1,[]
Parmalee,4TshyQDihSYXSWqvclXl3I,['country']
Greta Van Fleet,4NpFxQe2UvRCAjto3JqlSl,['rock']
HAIM,4Ui2kfOqGujY81UcPrb5KE,[]
Kay Flock,2AMeiDbfU2vonrTkpXDKUu,"['new york drill', 'drill', 'brooklyn drill']"
EKKSTACY,0ynzbXwyCzxicMKHBoOkSH,[]
Colby Acuff,2L9DVKDXY3W8uRl5TwLbMC,"['red dirt', 'country']"
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,['soft pop']
Big Scarr,579LsvZcRVKtToYjS0tkKz,['memphis rap']
RÜFÜS DU SOL,5Pb27ujIyYb33zBqVysBkj,[]
Alvaro Diaz,5J7rXWjtn5HzUkJ4Jet8Fr,[]
Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,"['trap latino', 'urbano latino', 'trap']"
YBN Nahmir,3gGUMEwIX6XodWsYEvKSal,[]
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,['k-pop']
BoyWithUke,1Cd373x8qzC7SNUg5IToqp,[]
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,"['country', 'acoustic country', 'pop country']"
99zed,7kjqkL4lIUyxO4HLzpRYo9,"['dark trap', 'horrorcore']"
Neoni,38wxcfNEqMwuPniHvplin5,[]
Elton John,3PhoLpVuITZKcymswpck5b,[]
Lloyd Vaan,3HFWqhd60hrJB8fpyjrTLu,[]
mike.,5G9kmDLg3OeUyj8KVBLzbu,[]
Toby Fox,57DlMWmbVIf2ssJ8QBpBau,['soundtrack']
Still Woozy,4iMO20EPodreIaEl8qW66y,['bedroom pop']
Mike Sherm,3tqosLbNFNekyZyO2KJ6qd,['hyphy']
Mareux,7riQPkkGZBnTh9ve5qIhYo,['darkwave']
Larry Fleet,6MWr1SmTaCU5BJzOZxwJEw,"['christian country', 'country']"
Black Gryph0n,4ET82ZtSfAK4utfjDauImD,[]
LPB Poody,0wHeZY93Ede0g1jXaWsiFS,[]
Pi’erre Bourne,3x3jSlhyv5CiCZDZlaTq0M,['melodic rap']
